name,node_code,node_type,substation_type,owner,province,latitude,longitude,operating_region,sources,notes
Grand Lake TS,NB_GRLK_TSS,TSS,Terminal Substation,NB Power,NB,46.059608,-66.00326,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Highbank TS,NB_HBNK_TSS,TSS,Terminal Substation,NB Power,NB,47.097196,-65.601055,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Iroquois TS,NB_IROQ_TSS,TSS,Terminal Substation,NB Power,NB,47.370561,-68.278359,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Irving Refinery 138 TS,NB_IRV138_TSS,TSS,Terminal Substation,NB Power,NB,45.276828,-66.012582,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Irving Refinery 69 TS,NB_IRV69_TSS,TSS,Terminal Substation,NB Power,NB,45.277746,-66.008728,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Kent Hills Wind GS,NB_KNTH_GSS,GSS,Generating Substation,NB Power,NB,45.819359,-64.889431,New Brunswick,"name:233, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Keswick TS,NB_KSWK_TSS,TSS,Terminal Substation,NB Power,NB,46.057188,-66.84935,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Lameque GS,NB_LMEQ_GSS,GSS,Generating Substation,NB Power,NB,47.849376,-64.618654,New Brunswick,"name:233, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Lancaster TS,NB_LNCT_TSS,TSS,Terminal Substation,NB Power,NB,45.234762,-66.136814,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Murray Corner TS,NB_MCNR_TSS,TSS,Terminal Substation,NB Power,NB,46.166549,-63.956194,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Moncton TS,NB_MCTN_TSS,TSS,Terminal Substation,NB Power,NB,46.094522,-64.845011,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Millville TS,NB_MIVL_TSS,TSS,Terminal Substation,NB Power,NB,46.083552,-67.181899,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Millbank GS,NB_MLBK_GSS,GSS,Generating Substation,NB Power,NB,47.071041,-65.454081,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Milltown GS,NB_MLTN_GSS,GSS,Generating Substation,NB Power,NB,45.175485,-67.292871,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Memramcook TS,NB_MRMK_TSS,TSS,Terminal Substation,NB Power,NB,46.002114,-64.510648,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Marysville TS,NB_MRYV_TSS,TSS,Terminal Substation,NB Power,NB,45.967046,-66.597047,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Mactaquac GS,NB_MTQC_GSS,GSS,Generating Substation,NB Power,NB,45.955079,-66.866526,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Norton TS,NB_NRTN_TSS,TSS,Terminal Substation,NB Power,NB,45.663982,-65.651189,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Newcastle TS,NB_NWCS_TSS,TSS,Terminal Substation,NB Power,NB,47.021262,-65.596271,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Oak Bay TS,NB_OKBY_TSS,TSS,Terminal Substation,NB Power,NB,45.243327,-67.19567,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Ortonville SWS,NB_ORTN_SWS,SWS,Switching Station,NB Power,NB,46.950685,-67.709287,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Point Lepreau GS,NB_PLPR_GSS,GSS,Generating Substation,NB Power,NB,45.068689,-66.454337,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Pennfield TS,NB_PNFD_TSS,TSS,Terminal Substation,NB Power,NB,45.10954,-66.743306,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
St. André TS,NB_SADR_TSS,TSS,Terminal Substation,NB Power,NB,47.166478,-67.73045,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
St. George GS,NB_SGRG_GSS,GSS,Generating Substation,NB Power,NB,45.128287,-66.827915,New Brunswick,"name:437, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Salisbury TS,NB_SLBY_TSS,TSS,Terminal Substation,NB Power,NB,46.020954,-64.996337,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
St. Leonard SWS,NB_SLND_SWS,SWS,Switching Station,NB Power,NB,47.173247,-67.909448,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Ste Rose GS,NB_SROS_GSS,GSS,Generating Substation,NB Power,NB,47.626322,-64.953989,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Sisson GS,NB_SSON_GSS,GSS,Generating Substation,NB Power,NB,47.265987,-67.243427,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Tinker GS,NB_TNK_GSS,GSS,Generating Substation,NB Power,NB,46.80975,-67.766485,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Tobique GS,NB_TOBQ_GSS,GSS,Generating Substation,NB Power,NB,46.780139,-67.695258,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Woodstock TS,NB_WDSK_TSS,TSS,Terminal Substation,NB Power,NB,46.24906,-67.607222,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Abraham's Cove (ABC),NL_ABC_DSS,DSS,Distribution Substation,Newfoundland Power,NL,48.534037,-58.92165,Newfoundland,"name:257, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bottom Brook (BBK),NL_BBK_TSS,TSS,Terminal Substation,NP / Nalcor Energy,NL,48.530302,-58.257047,Newfoundland,"name:257, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Broad Cove (BCV),NL_BCV_DSS,DSS,Distribution Substation,Newfoundland Power,NL,47.592452,-52.883562,Newfoundland,"name:257, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Barachoix (BCX),NL_BCX_DSS,DSS,Distribution Substation,Nalcor Energy,NL,47.684366,-55.613028,Newfoundland,"name:238, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bay Despoir (BDE),NL_BDE_GSS,GSS,Generating Substation,Nalcor Energy,NL,47.990138,-55.799748,Newfoundland,"name:238, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bishops Falls (BFS),NL_BFS_DFS,DFS,Dual Function Distribution and Generation Substation,Newfoundland Power,NL,49.014748,-55.50018,Newfoundland,"name:257, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Berry Head (BHD),NL_BHD_DSS,DSS,Distribution Substation,Newfoundland Power,NL,48.556538,-58.691119,Newfoundland,"name:257, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Berry Hill (BHL),NL_BHL_DSS,DSS,Distribution Substation,Nalcor Energy,NL,49.61304,-57.921311,Newfoundland,"name:238, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Big Pond (BIG),NL_BIG_DSS,DSS,Distribution Substation,Newfoundland Power,NL,47.416962,-52.767215,Newfoundland,"name:257, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bay Largent (BLA),NL_BLA_DSS,DSS,Distribution Substation,Newfoundland Power,NL,47.416441,-54.883042,Newfoundland,"name:238, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Blaketown (BLK),NL_BLK_DSS,DSS,Distribution Substation,Newfoundland Power,NL,47.447882,-53.534379,Newfoundland,"name:257, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Botwood (BOT),NL_BOT_DSS,DSS,Distribution Substation,Newfoundland Power,NL,49.138083,-55.363378,Newfoundland,"name:257, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Boyds Cove (BOY),NL_BOY_DSS,DSS,Distribution Substation,Newfoundland Power,NL,49.441346,-54.616794,Newfoundland,"name:257, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bay Roberts (BRB),NL_BRB_DSS,DSS,Distribution Substation,Newfoundland Power,NL,47.588728,-53.283181,Newfoundland,"name:257, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bear Cove (BRV),NL_BRV_DSS,DSS,Distribution Substation,Nalcor Energy,NL,51.273667,-56.739435,Newfoundland,"name:238, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Buchans (BUC),NL_BUC_DFS,DFS,Dual Function Distribution and Generation Substation,NP / Nalcor Energy,NL,48.813982,-56.792303,Newfoundland,"name:238, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bonavista (BVA),NL_BVA_DSS,DSS,Distribution Substation,Newfoundland Power,NL,48.638884,-53.102473,Newfoundland,"name:257, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Baie Verte Junction (BVJ),NL_BVJ_DSS,DSS,Distribution Substation,Newfoundland Power,NL,49.438753,-56.470994,Newfoundland,"name:257, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bayview (BVS),NL_BVS_DSS,DSS,Distribution Substation,Newfoundland Power,NL,48.954636,-57.912095,Newfoundland,"name:257, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bottom Waters (BWT),NL_BWT_DSS,DSS,Distribution Substation,Nalcor Energy,NL,49.894701,-55.78306,Newfoundland,"name:238, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Cape Broyle (CAB),NL_CAB_DFS,DFS,Dual Function Distribution and Generation Substation,Newfoundland Power,NL,47.095862,-52.937181,Newfoundland,"name:257, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Coney Arm (CAM),NL_CAM_DSS,DSS,Distribution Substation,Nalcor Energy,NL,49.951594,-56.796235,Newfoundland,"name:238, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Cat Arm (CAM),NL_CAM_GSS,GSS,Generating Substation,Nalcor Energy,NL,50.025827,-56.76496,Newfoundland,"name:238, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Carbonear (CAR),NL_CAR_DSS,DSS,Distribution Substation,Newfoundland Power,NL,47.730105,-53.243748,Newfoundland,"name:257, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Catalina (CAT),NL_CAT_DSS,DSS,Distribution Substation,Newfoundland Power,NL,48.518269,-53.090126,Newfoundland,"name:257, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Come by Chance (CBC),NL_CBC_ISS,ISS,Industrial Customer Substation,Nalcor Energy,NL,47.800759,-53.992253,Newfoundland,"name:238, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Churchill Falls (CFP),NL_CFP_GSS,GSS,Generating Substation,Nalcor Energy,NL,53.527684,-63.953236,Labrador,"name:240, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Chamberlains (CHA),NL_CHA_DFS,DFS,Dual Function Distribution and Generation Substation,Newfoundland Power,NL,47.523054,-52.930441,Newfoundland,"name:257, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Cow Head (CHD),NL_CHD_DSS,DSS,Distribution Substation,Nalcor Energy,NL,49.923667,-57.774036,Newfoundland,"name:238, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Clarke's Head (CKH),NL_CKH_DSS,DSS,Distribution Substation,Newfoundland Power,NL,49.285092,-54.485656,Newfoundland,"name:257, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Clarkes Pond (CLK),NL_CLK_DSS,DSS,Distribution Substation,Newfoundland Power,NL,47.266593,-53.973963,Newfoundland,"name:257, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Clarenville (CLV),NL_CLV_DSS,DSS,Distribution Substation,Newfoundland Power,NL,48.147215,-53.96905,Newfoundland,"name:257, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Cobbs Pond (COB),NL_COB_DSS,DSS,Distribution Substation,Newfoundland Power,NL,48.972409,-54.619929,Newfoundland,"name:257, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Colliers (COL),NL_COL_DSS,DSS,Distribution Substation,Newfoundland Power,NL,47.476144,-53.231568,Newfoundland,"name:257, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Conne River (CRV),NL_CRV_DSS,DSS,Distribution Substation,Nalcor Energy,NL,47.878718,-55.716207,Newfoundland,"name:238, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Daniels Harbour (DHR),NL_DHR_DSS,DSS,Distribution Substation,Nalcor Energy,NL,50.24554,-57.578094,Newfoundland,"name:238, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Duck Pond (DKP),NL_DKP_DSS,DSS,Distribution Substation,Nalcor Energy,NL,48.642366,-56.491653,Newfoundland,"name:238, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Deer Lake (DLK),NL_DLK_DFS,DFS,Dual Function Distribution and Generation Substation,NP / Nalcor Energy,NL,49.177773,-57.404745,Newfoundland,"name:238, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Deer Lake GS (DLP),NL_DLP_GSS,GSS,Generating Substation,Kruger,NL,48.956137,-57.949565,Newfoundland,"name:238, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Doyles (DOY),NL_DOY_DSS,DSS,Distribution Substation,Newfoundland Power,NL,47.785951,-59.225496,Newfoundland,"name:238, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Duffs (DUF),NL_DUF_DSS,DSS,Distribution Substation,Newfoundland Power,NL,47.450672,-53.098211,Newfoundland,"name:257, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Dunville (DUN),NL_DUN_DSS,DSS,Distribution Substation,Newfoundland Power,NL,47.269815,-53.886163,Newfoundland,"name:257, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
