"Scenario","Region","Variable","Year","Value","Sector"
"Lower Scenario","Saskatchewan","Total End-Use","2039","366.222000","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2039","43.233700","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2039","623.626600","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2039","128.272600","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2040","85.847700","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2040","366.914300","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2040","43.189900","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2040","623.805600","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2040","127.853700","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2041","85.789400","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2041","367.134600","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2041","43.157200","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2041","623.480300","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2041","127.399100","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2042","85.738500","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2042","367.103100","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2042","43.151100","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2042","622.900800","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2042","126.908100","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2043","85.715100","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2043","366.884600","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2043","43.168300","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2043","622.176700","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2043","126.408700","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2044","85.725900","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2044","366.707800","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2044","43.176500","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2044","621.556200","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2044","125.946000","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2045","85.733500","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2045","366.618400","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2045","43.185800","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2045","621.065500","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2045","125.527800","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2046","85.680600","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2046","366.697500","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2046","43.207900","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2046","620.754100","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2046","125.168100","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2047","85.682800","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2047","367.001600","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2047","43.245100","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2047","620.857400","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2047","124.927900","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2048","85.617700","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2048","367.456200","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2048","43.254700","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2048","621.139100","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2048","124.810500","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2049","85.658100","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2049","368.069900","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2049","43.293600","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2049","621.821700","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2049","124.800100","Transportation"
"Lower Scenario","Saskatchewan","Total End-Use","2050","85.805700","Commercial"
"Lower Scenario","Saskatchewan","Total End-Use","2050","368.440200","Industrial"
"Lower Scenario","Saskatchewan","Total End-Use","2050","43.360400","Residential"
"Lower Scenario","Saskatchewan","Total End-Use","2050","622.034500","Total End-Use"
"Lower Scenario","Saskatchewan","Total End-Use","2050","124.428200","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2005","0.552000","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2006","0.563400","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2007","0.654100","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2008","0.558900","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2009","0.584000","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2010","0.651800","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2011","0.675400","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2012","0.815100","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2013","0.794000","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2014","0.730600","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2015","0.678500","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2016","0.685500","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2017","0.752500","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2018","0.839800","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2019","0.852800","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2020","0.388200","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2021","0.488900","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2022","0.733000","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2023","0.778300","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2024","0.779600","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2025","0.793500","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2026","0.813900","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2027","0.834000","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2028","0.857700","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2029","0.870800","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2030","0.908900","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2031","0.934000","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2032","0.944800","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2033","0.953700","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2034","0.964100","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2035","0.969500","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2036","0.981700","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2037","0.982600","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2038","0.965900","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2039","0.981500","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2040","0.998700","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2041","1.014400","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2042","1.028300","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2043","1.042500","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2044","1.056500","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2045","1.069900","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2046","1.083500","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2047","1.097300","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2048","1.111000","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2049","1.124700","Transportation"
"Lower Scenario","Yukon","Aviation Fuel","2050","1.140100","Transportation"
"Lower Scenario","Yukon","Biofuels","2005","0.000000","Transportation"
"Lower Scenario","Yukon","Biofuels","2006","0.000000","Transportation"
"Lower Scenario","Yukon","Biofuels","2007","0.000000","Transportation"
"Lower Scenario","Yukon","Biofuels","2008","0.000000","Transportation"
"Lower Scenario","Yukon","Biofuels","2009","0.000000","Transportation"
"Lower Scenario","Yukon","Biofuels","2010","0.000000","Transportation"
"Lower Scenario","Yukon","Biofuels","2011","0.000000","Transportation"
"Lower Scenario","Yukon","Biofuels","2012","0.000000","Transportation"
"Lower Scenario","Yukon","Biofuels","2013","0.000000","Transportation"
"Lower Scenario","Yukon","Biofuels","2014","0.000000","Transportation"
"Lower Scenario","Yukon","Biofuels","2015","0.000000","Transportation"
"Lower Scenario","Yukon","Biofuels","2016","0.000000","Transportation"
"Lower Scenario","Yukon","Biofuels","2017","0.000000","Transportation"
"Lower Scenario","Yukon","Biofuels","2018","0.000000","Transportation"
"Lower Scenario","Yukon","Biofuels","2019","0.000000","Transportation"
"Lower Scenario","Yukon","Biofuels","2020","0.000000","Transportation"
"Lower Scenario","Yukon","Biofuels","2021","0.000000","Transportation"
"Lower Scenario","Yukon","Biofuels","2022","0.000000","Transportation"
"Lower Scenario","Yukon","Biofuels","2023","0.000000","Transportation"
"Lower Scenario","Yukon","Biofuels","2024","0.000000","Transportation"
"Lower Scenario","Yukon","Biofuels","2025","0.000000","Transportation"
"Lower Scenario","Yukon","Biofuels","2026","0.000000","Transportation"
"Lower Scenario","Yukon","Biofuels","2027","0.000100","Transportation"
"Lower Scenario","Yukon","Biofuels","2028","0.000100","Transportation"
"Lower Scenario","Yukon","Biofuels","2029","0.000100","Transportation"
"Lower Scenario","Yukon","Biofuels","2030","0.000200","Transportation"
"Lower Scenario","Yukon","Biofuels","2031","0.000200","Transportation"
"Lower Scenario","Yukon","Biofuels","2032","0.000200","Transportation"
"Lower Scenario","Yukon","Biofuels","2033","0.000200","Transportation"
"Lower Scenario","Yukon","Biofuels","2034","0.000300","Transportation"
"Lower Scenario","Yukon","Biofuels","2035","0.000300","Transportation"
"Lower Scenario","Yukon","Biofuels","2036","0.000400","Transportation"
"Lower Scenario","Yukon","Biofuels","2037","0.000400","Transportation"
"Lower Scenario","Yukon","Biofuels","2038","0.000400","Transportation"
"Lower Scenario","Yukon","Biofuels","2039","0.000500","Transportation"
"Lower Scenario","Yukon","Biofuels","2040","0.000500","Transportation"
"Lower Scenario","Yukon","Biofuels","2041","0.000500","Transportation"
"Lower Scenario","Yukon","Biofuels","2042","0.000600","Transportation"
"Lower Scenario","Yukon","Biofuels","2043","0.000600","Transportation"
"Lower Scenario","Yukon","Biofuels","2044","0.000600","Transportation"
"Lower Scenario","Yukon","Biofuels","2045","0.000700","Transportation"
"Lower Scenario","Yukon","Biofuels","2046","0.000700","Transportation"
"Lower Scenario","Yukon","Biofuels","2047","0.000700","Transportation"
"Lower Scenario","Yukon","Biofuels","2048","0.000700","Transportation"
"Lower Scenario","Yukon","Biofuels","2049","0.000800","Transportation"
"Lower Scenario","Yukon","Biofuels","2050","0.000800","Transportation"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2005","0.000000","Commercial"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2005","0.000000","Industrial"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2005","0.200000","Residential"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2005","0.200000","Total End-Use"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2006","0.000000","Commercial"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2006","0.000000","Industrial"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2006","0.100000","Residential"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2006","0.100000","Total End-Use"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2007","0.000000","Commercial"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2007","0.000000","Industrial"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2007","0.200100","Residential"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2007","0.200100","Total End-Use"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2008","0.000000","Commercial"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2008","0.000000","Industrial"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2008","0.200000","Residential"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2008","0.200000","Total End-Use"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2009","0.000000","Commercial"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2009","0.000000","Industrial"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2009","0.200000","Residential"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2009","0.200000","Total End-Use"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2010","0.000000","Commercial"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2010","0.000000","Industrial"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2010","0.200000","Residential"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2010","0.200000","Total End-Use"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2011","0.000000","Commercial"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2011","0.000000","Industrial"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2011","0.200100","Residential"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2011","0.200100","Total End-Use"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2012","0.000000","Commercial"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2012","0.000000","Industrial"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2012","0.100000","Residential"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2012","0.100000","Total End-Use"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2013","0.000000","Commercial"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2013","0.000000","Industrial"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2013","0.200000","Residential"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2013","0.200000","Total End-Use"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2014","0.000000","Commercial"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2014","0.000000","Industrial"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2014","0.200100","Residential"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2014","0.200100","Total End-Use"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2015","0.000000","Commercial"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2015","0.000000","Industrial"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2015","0.100000","Residential"
"Lower Scenario","Yukon","Biofuels & Emerging Energy","2015","0.100000","Total End-Use"
