REGION,TECHNOLOGY,TIMESLICE,YEAR,VALUE
REGION1,PWRSOLB01,5,2024,0
REGION1,PWRSOLB01,6,2024,0.065390871
REGION1,PWRSOLB01,7,2024,0.3097777356286008
REGION1,PWRSOLB01,8,2024,0
REGION1,PWRSOLB01,1,2025,0
REGION1,PWRSOLB01,2,2025,0.3069447604365529
REGION1,PWRSOLB01,3,2025,0.5767483994436052
REGION1,PWRSOLB01,4,2025,0.01061989
REGION1,PWRSOLB01,5,2025,0
REGION1,PWRSOLB01,6,2025,0.065390871
REGION1,PWRSOLB01,7,2025,0.3097777356286008
REGION1,PWRSOLB01,8,2025,0
REGION1,PWRSOLB01,1,2026,0
REGION1,PWRSOLB01,2,2026,0.3069447604365529
REGION1,PWRSOLB01,3,2026,0.5767483994436052
